,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,radar_group6,radar_group6,radar_group6,radar_group6,radar_group6,radar_group6,radar_group6,Unlabeled 2027,Unlabeled 2027,Unlabeled 2027,Unlabeled 2028,Unlabeled 2028,Unlabeled 2028,Unlabeled 2031,Unlabeled 2031,Unlabeled 2031,Unlabeled 2038,Unlabeled 2038,Unlabeled 2038,Unlabeled 2039,Unlabeled 2039,Unlabeled 2039,Unlabeled 2045,Unlabeled 2045,Unlabeled 2045,radar_group6:Marker1,radar_group6:Marker1,radar_group6:Marker1,radar_group6:Marker2,radar_group6:Marker2,radar_group6:Marker2,radar_group6:Marker3,radar_group6:Marker3,radar_group6:Marker3
,ID,"46215594AE5011E97C158CA05683D95","46215594AE5011E97C158CA05683D95","46215594AE5011E97C158CA05683D95","46215594AE5011E97C158CA05683D95","46215594AE5011E97C158CA05683D95","46215594AE5011E97C158CA05683D95","46215594AE5011E97C158CA05683D95","113130","113130","113130","113060","113060","113060","113180","113180","113180","113200","113200","113200","113210","113210","113210","113420","113420","113420","113100","113100","113100","1130F0","1130F0","1130F0","917C27FBAE5211E97C158CA05683D95","917C27FBAE5211E97C158CA05683D95","917C27FBAE5211E97C158CA05683D95"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
48,0.133333,0.003160,0.002147,-0.001372,-0.999992,-5.052396,1.794559,0.662466,,,,,,,,,,,,,,,,,,,-4.954871,1.786183,0.782311,-4.958331,1.784219,0.545668,-5.242434,1.813098,0.660611
49,0.136111,0.001226,0.001407,-0.003172,-0.999993,-5.052310,1.794674,0.662426,,,,,,,,,,,,,,,,,,,-4.954812,1.786234,0.782256,-4.958371,1.786319,0.543648,-5.242415,1.812535,0.660926
50,0.138889,0.001724,0.000396,-0.003156,-0.999993,-5.052075,1.794507,0.662686,,,,,,,,,,,,,,,,,,,-4.954855,1.786129,0.782255,-4.958368,1.786407,0.543669,-5.242183,1.812373,0.661551
51,0.141667,0.001164,0.000200,-0.004124,-0.999991,-5.052064,1.794507,0.662837,,,,,,,,,,,,,,,,,,,-4.954860,1.786171,0.782269,-4.958330,1.786359,0.543683,-5.242207,1.812007,0.661798
52,0.144444,0.002057,0.000543,-0.002824,-0.999994,-5.052054,1.794508,0.662726,,,,,,,,,,,,,,,,,,,-4.954811,1.786203,0.782291,-4.958319,1.786291,0.543679,-5.242149,1.812500,0.661522
53,0.147222,0.001524,0.000540,-0.003134,-0.999994,-5.052060,1.794535,0.662787,,,,,,,,,,,,,,,,,,,-4.954818,1.786105,0.782262,-4.958430,1.786422,0.543885,-5.242167,1.812410,0.661605
54,0.150000,0.001942,0.000635,-0.002957,-0.999994,-5.052019,1.794574,0.662729,,,,,,,,,,,,,,,,,,,-4.954805,1.786243,0.782306,-4.958332,1.786395,0.543662,-5.242119,1.812515,0.661495
55,0.152778,0.004628,0.001285,-0.001934,-0.999987,-5.052139,1.794140,0.662746,,,,,,,,,,,,,,,,,,,-4.954847,1.786222,0.782277,-4.958380,1.784315,0.545859,-5.242200,1.812463,0.661164
56,0.155556,0.001948,0.001276,-0.002875,-0.999993,-5.052107,1.794482,0.662491,,,,,,,,,,,,,,,,,,,-4.954838,1.786183,0.782283,-4.958345,1.786257,0.543635,-5.242202,1.812454,0.661013
57,0.158333,0.001782,0.001132,-0.003083,-0.999993,-5.052129,1.794531,0.662489,,,,,,,,,,,,,,,,,,,-4.954806,1.786266,0.782302,-4.958359,1.786368,0.543637,-5.242232,1.812424,0.661072
58,0.161111,0.001251,0.000438,-0.003641,-0.999993,-5.052125,1.794591,0.662782,,,,,,,,,,,,,,,,,,,-4.954813,1.786218,0.782294,-4.958783,1.790724,0.541943,-5.242250,1.812274,0.661649
59,0.163889,0.001987,0.001182,-0.002791,-0.999993,-5.052133,1.794520,0.662525,,,,,,,,,,,,,,,,,,,-4.954789,1.786228,0.782334,-4.958362,1.786361,0.543637,-5.242225,1.812524,0.661081
60,0.166667,0.001816,0.002245,-0.001407,-0.999995,-5.052099,1.794813,0.662214,,,,,,,,,,,,,,,,,,,-4.954797,1.786294,0.782309,-4.958349,1.786337,0.543667,-5.242137,1.813343,0.660372
61,0.169444,0.002535,0.002114,-0.001456,-0.999994,-5.052371,1.794395,0.662283,,,,,,,,,,,,,,,,,,,-4.955873,1.785547,0.781877,-4.958035,1.783631,0.545219,-5.242411,1.812905,0.660463
62,0.172222,0.001604,0.002546,-0.001360,-0.999995,-5.052229,1.794891,0.662194,,,,,,,,,,,,,,,,,,,-4.954785,1.786206,0.782283,-4.958460,1.786488,0.543901,-5.242265,1.813439,0.660246
63,0.175000,0.003648,0.001982,-0.001413,-0.999990,-5.052402,1.794466,0.662507,,,,,,,,,,,,,,,,,,,-4.954781,1.786250,0.782311,-4.958445,1.784305,0.546003,-5.242441,1.812989,0.660696
64,0.177778,0.003848,0.000838,-0.002339,-0.999990,-5.052267,1.794252,0.662855,,,,,,,,,,,,,,,,,,,-4.954837,1.786177,0.782303,-4.958372,1.784400,0.545830,-5.242344,1.812424,0.661472
65,0.180556,0.001171,0.001083,-0.002792,-0.999995,-5.052018,1.794348,0.662569,,,,,,,,,,,,,,,,,,,-4.955249,1.785433,0.781938,-4.958324,1.786322,0.543655,-5.242110,1.812354,0.661193
66,0.183333,0.000782,0.000382,-0.003622,-0.999993,-5.052155,1.794678,0.662794,,,,,,,,,,,,,,,,,,,-4.956746,1.782412,0.779579,-4.958442,1.786419,0.543904,-5.242280,1.812369,0.661699
67,0.186111,-0.000918,0.000051,-0.003677,-0.999993,-5.052140,1.794654,0.662713,,,,,,,,,,,,,,,,,,,-4.955108,1.785414,0.781843,-4.958366,1.786341,0.543668,-5.242267,1.812327,0.661807
68,0.188889,0.002043,0.000488,-0.003123,-0.999993,-5.052066,1.794481,0.662745,,,,,,,,,,,,,,,,,,,-4.954830,1.786252,0.782284,-4.958337,1.786382,0.543658,-5.242172,1.812359,0.661563
69,0.191667,0.001773,0.001261,-0.003111,-0.999993,-5.052104,1.794473,0.662501,,,,,,,,,,,,,,,,,,,-4.954835,1.786192,0.782284,-4.958335,1.786347,0.543613,-5.242208,1.812356,0.661035
70,0.194444,0.004530,0.002599,-0.000708,-0.999986,-5.052164,1.794334,0.662341,,,,,,,,,,,,,,,,,,,-4.954878,1.786171,0.782235,-4.958463,1.790827,0.542064,-5.242175,1.813121,0.660261
71,0.197222,0.001884,0.003010,-0.001025,-0.999993,-5.052271,1.794876,0.661976,,,,,,,,,,,,,,,,,,,-4.954840,1.786134,0.782267,-4.958363,1.786285,0.543673,-5.242292,1.813550,0.659840
72,0.200000,0.004703,0.002368,-0.000290,-0.999986,-5.052271,1.794438,0.662311,,,,,,,,,,,,,,,,,,,-4.954857,1.786260,0.782276,-4.958296,1.787774,0.542814,-5.242267,1.813383,0.660311
73,0.202778,0.001969,0.000612,-0.003074,-0.999993,-5.052021,1.794520,0.662725,,,,,,,,,,,,,,,,,,,-4.954815,1.786205,0.782288,-4.958337,1.786343,0.543665,-5.242125,1.812417,0.661499
74,0.205556,0.002098,-0.000288,-0.003622,-0.999991,-5.051898,1.794404,0.662966,,,,,,,,,,,,,,,,,,,-4.954840,1.786183,0.782296,-4.958375,1.786399,0.543641,-5.242023,1.812093,0.662077
75,0.208333,0.001145,0.000272,-0.003296,-0.999994,-5.051932,1.794277,0.662821,,,,,,,,,,,,,,,,,,,-4.954961,1.785454,0.782033,-4.958355,1.786369,0.543681,-5.242044,1.812091,0.661755
76,0.211111,0.001028,0.000978,-0.002346,-0.999996,-5.051934,1.794446,0.662639,,,,,,,,,,,,,,,,,,,-4.955148,1.785410,0.781986,-4.958343,1.786378,0.543632,-5.242011,1.812622,0.661309
77,0.213889,0.001881,0.001318,-0.002845,-0.999993,-5.052087,1.794595,0.662530,,,,,,,,,,,,,,,,,,,-4.954793,1.786257,0.782275,-4.958352,1.786417,0.543675,-5.242181,1.812578,0.661039
78,0.216667,0.000876,0.001024,-0.003740,-0.999992,-5.052180,1.794574,0.662603,,,,,,,,,,,,,,,,,,,-4.954753,1.786207,0.782301,-4.958428,1.786398,0.543884,-5.242306,1.812220,0.661261
79,0.219444,0.001507,0.000821,-0.002674,-0.999995,-5.052095,1.794276,0.662576,,,,,,,,,,,,,,,,,,,-4.955266,1.785419,0.781901,-4.958409,1.786203,0.543532,-5.242184,1.812326,0.661288
80,0.222222,0.001728,0.000744,-0.003093,-0.999993,-5.052068,1.794590,0.662586,,,,,,,,,,,,,,,,,,,-4.954852,1.786201,0.782251,-4.958349,1.786273,0.543658,-5.242172,1.812480,0.661319
